Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Image Src,Image Position
natural-diamond-bracelet-0082,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0082,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0082,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0082,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0083,Natural Diamond Bracelet Model 0083,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0083,13,217721,275473,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0083,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0083,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0083,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0083,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0084,Natural Diamond Bracelet Model 0084,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0084,1,258050,347300,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0084,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0084,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0084,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0084,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0085,Natural Diamond Bracelet Model 0085,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0085,2,716806,987960,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0085,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0085,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0085,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0085,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0086,Natural Diamond Bracelet Model 0086,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0086,9,629600,763340,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0086,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0086,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0086,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0086,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0087,Natural Diamond Bracelet Model 0087,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0087,7,684976,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0087,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0087,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0087,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0087,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0088,Natural Diamond Bracelet Model 0088,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0088,7,733829,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0088,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0088,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0088,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0088,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0089,Natural Diamond Bracelet Model 0089,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0089,16,359597,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0089,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0089,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0089,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0089,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0090,Natural Diamond Bracelet Model 0090,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0090,1,292845,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0090,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0090,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0090,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0090,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0091,Natural Diamond Bracelet Model 0091,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0091,20,641749,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0091,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0091,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0091,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0091,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0092,Natural Diamond Bracelet Model 0092,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0092,12,631675,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0092,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0092,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0092,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0092,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0093,Natural Diamond Bracelet Model 0093,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0093,8,65094,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0093,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0093,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0093,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0093,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0094,Natural Diamond Bracelet Model 0094,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0094,5,227777,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0094,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0094,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0094,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0094,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0095,Natural Diamond Bracelet Model 0095,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0095,9,379323,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0095,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0095,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0095,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0095,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0096,Natural Diamond Bracelet Model 0096,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0096,19,631776,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0096,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0096,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0096,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0096,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0097,Natural Diamond Bracelet Model 0097,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0097,18,160722,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0097,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0097,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0097,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0097,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0098,Natural Diamond Bracelet Model 0098,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0098,4,245700,300038,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0098,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0098,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0098,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0098,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0099,Natural Diamond Bracelet Model 0099,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0099,5,440708,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0099,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0099,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0099,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0099,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0100,Natural Diamond Bracelet Model 0100,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0100,14,242630,298740,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0100,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0100,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0100,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0100,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0101,Natural Diamond Bracelet Model 0101,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0101,17,277479,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0101,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0101,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0101,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0101,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0102,Natural Diamond Bracelet Model 0102,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0102,12,439921,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0102,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0102,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0102,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0102,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0103,Natural Diamond Bracelet Model 0103,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0103,19,39345,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0103,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0103,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0103,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0103,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0104,Natural Diamond Bracelet Model 0104,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0104,12,279959,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0104,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0104,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0104,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0104,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0105,Natural Diamond Bracelet Model 0105,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0105,5,390746,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0105,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0105,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0105,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0105,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0106,Natural Diamond Bracelet Model 0106,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0106,18,417727,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0106,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0106,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0106,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0106,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0107,Natural Diamond Bracelet Model 0107,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0107,19,411604,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0107,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0107,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0107,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0107,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0108,Natural Diamond Bracelet Model 0108,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0108,17,641350,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0108,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0108,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0108,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0108,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0109,Natural Diamond Bracelet Model 0109,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0109,19,52981,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0109,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0109,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0109,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0109,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0110,Natural Diamond Bracelet Model 0110,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0110,1,641522,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0110,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0110,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0110,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0110,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0111,Natural Diamond Bracelet Model 0111,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0111,18,535078,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0111,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
natural-diamond-bracelet-0111,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+2,3
natural-diamond-bracelet-0111,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+3,4
natural-diamond-bracelet-0111,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+4,5
natural-diamond-bracelet-0112,Natural Diamond Bracelet Model 0112,<p>Exquisite natural diamond bracelet designed for elegance and durability.</p>,Demo Brand,Apparel & Accessories > Jewelry,Bracelet,"Natural Diamond, Bracelet, Demo",TRUE,Title,Default Title,SKU-NA-BR-0112,15,156237,,https://placehold.co/800x800/f0f0f0/333333.png?text=Natural+Diamond+Main,1
natural-diamond-bracelet-0112,,,,,,,,,,,,,,https://placehold.co/800x800/ffffff/555555.png?text=Natural+Diamond+Angle+1,2
